Wavelength, Spectrum
785.023525,2485.475556
785.345006,2427.222222
785.666438,2500.038889
785.987821,2509.747778
786.309155,2487.902778
786.630439,2458.776111
786.951675,2512.175000
787.272861,2461.203333
787.593997,2495.184444
787.915085,2541.301667
788.236123,2502.466111
788.557113,2475.766667
788.878052,2485.475556
789.198943,2458.776111
789.519784,2524.311111
789.840577,2441.785556
790.161319,2492.757222
790.482013,2473.339444
790.802657,2468.485000
791.123252,2517.029444
791.443798,2446.640000
791.764294,2548.583333
792.084741,2470.912222
792.405139,2541.301667
792.725487,2415.086111
793.045786,2512.175000
793.366036,2475.766667
793.686236,2441.785556
794.006387,2485.475556
794.326488,2470.912222
794.646541,2466.057778
794.966543,2478.193889
795.286497,2495.184444
795.606401,2419.940556
795.926255,2451.494444
796.246060,2521.883889
796.565816,2449.067222
796.885522,2492.757222
797.205179,2444.212778
797.524787,2519.456667
797.844345,2500.038889
798.163853,2483.048333
798.483312,2461.203333
798.802722,2538.874444
799.122082,2509.747778
799.441392,2558.292222
799.760653,2475.766667
800.079865,2456.348889
800.399027,2519.456667
800.718140,2456.348889
801.037203,2451.494444
801.356216,2463.630556
801.675180,2444.212778
801.994094,2495.184444
802.312959,2502.466111
802.631774,2514.602222
802.950540,2461.203333
803.269256,2480.621111
803.587923,2458.776111
803.906540,2456.348889
804.225107,2487.902778
804.543625,2480.621111
804.862093,2466.057778
805.180511,2526.738333
805.498880,2565.573889
805.817199,2507.320556
806.135469,2475.766667
806.453689,2478.193889
806.771859,2444.212778
807.089980,2492.757222
807.408051,2458.776111
807.726072,2517.029444
808.044043,2531.592778
808.361965,2427.222222
808.679837,2480.621111
808.997660,2473.339444
809.315433,2517.029444
809.633156,2441.785556
809.950829,2492.757222
810.268452,2495.184444
810.586026,2514.602222
810.903550,2463.630556
811.221024,2500.038889
811.538449,2500.038889
811.855824,2458.776111
812.173148,2487.902778
812.490424,2548.583333
812.807649,2436.931111
813.124824,2534.020000
813.441950,2400.522778
813.759026,2453.921667
814.076052,2393.241111
814.393028,2458.776111
814.709955,2541.301667
815.026831,2449.067222
815.343658,2456.348889
815.660435,2519.456667
815.977161,2478.193889
816.293838,2553.437778
816.610466,2439.358333
816.927043,2468.485000
817.243570,2427.222222
817.560048,2473.339444
817.876475,2487.902778
818.192853,2473.339444
818.509180,2453.921667
818.825458,2492.757222
819.141686,2529.165556
819.457864,2468.485000
819.773992,2466.057778
820.090070,2427.222222
820.406098,2500.038889
820.722075,2490.330000
821.038003,2424.795000
821.353881,2517.029444
821.669709,2497.611667
821.985487,2548.583333
822.301215,2427.222222
822.616893,2514.602222
822.932521,2410.231667
823.248099,2536.447222
823.563626,2538.874444
823.879104,2439.358333
824.194532,2478.193889
824.509909,2502.466111
824.825237,2487.902778
825.140514,2470.912222
825.455741,2497.611667
825.770919,2453.921667
826.086046,2475.766667
826.401123,2453.921667
826.716150,2461.203333
827.031126,2424.795000
827.346053,2441.785556
827.660929,2473.339444
827.975756,2548.583333
828.290532,2470.912222
828.605258,2490.330000
828.919933,2466.057778
829.234559,2466.057778
829.549134,2485.475556
829.863660,2441.785556
830.178135,2417.513333
830.492559,2560.719444
830.806934,2429.649444
831.121258,2497.611667
831.435532,2456.348889
831.749756,2449.067222
832.063930,2432.076667
832.378053,2512.175000
832.692126,2483.048333
833.006149,2483.048333
833.320122,2483.048333
833.634044,2514.602222
833.947916,2480.621111
834.261738,2504.893333
834.575509,2514.602222
834.889230,2504.893333
835.202901,2497.611667
835.516521,2466.057778
835.830091,2453.921667
836.143611,2463.630556
836.457080,2483.048333
836.770499,2502.466111
837.083868,2478.193889
837.397186,2490.330000
837.710454,2509.747778
838.023672,2495.184444
838.336839,2432.076667
838.649956,2507.320556
838.963022,2538.874444
839.276038,2441.785556
839.589003,2463.630556
839.901918,2524.311111
840.214783,2565.573889
840.527597,2461.203333
840.840361,2475.766667
841.153074,2529.165556
841.465737,2497.611667
841.778349,2424.795000
842.090911,2485.475556
842.403422,2419.940556
842.715883,2519.456667
843.028293,2483.048333
843.340653,2480.621111
843.652962,2468.485000
843.965221,2531.592778
844.277429,2495.184444
844.589587,2553.437778
844.901694,2417.513333
845.213750,2487.902778
845.525756,2432.076667
845.837712,2483.048333
846.149616,2468.485000
846.461471,2424.795000
846.773274,2473.339444
847.085027,2470.912222
847.396730,2485.475556
847.708382,2526.738333
848.019983,2441.785556
848.331533,2461.203333
848.643033,2422.367778
848.954482,2453.921667
849.265881,2507.320556
849.577229,2514.602222
849.888526,2480.621111
850.199773,2470.912222
850.510969,2441.785556
850.822114,2458.776111
851.133209,2473.339444
851.444253,2427.222222
851.755246,2509.747778
852.066188,2524.311111
852.377080,2502.466111
852.687921,2490.330000
852.998711,2449.067222
853.309450,2534.020000
853.620139,2517.029444
853.930777,2461.203333
854.241364,2529.165556
854.551901,2463.630556
854.862386,2468.485000
855.172821,2473.339444
855.483205,2500.038889
855.793538,2398.095556
856.103821,2509.747778
856.414052,2424.795000
856.724233,2514.602222
857.034363,2412.658889
857.344442,2483.048333
857.654470,2470.912222
857.964447,2485.475556
858.274374,2444.212778
858.584249,2490.330000
858.894074,2432.076667
859.203848,2412.658889
859.513571,2468.485000
859.823243,2495.184444
860.132864,2470.912222
860.442434,2441.785556
860.751954,2538.874444
861.061422,2492.757222
861.370839,2541.301667
861.680206,2500.038889
861.989521,2475.766667
862.298786,2534.020000
862.607999,2466.057778
862.917162,2485.475556
863.226274,2436.931111
863.535334,2565.573889
863.844344,2419.940556
864.153302,2449.067222
864.462210,2463.630556
864.771067,2502.466111
865.079872,2507.320556
865.388627,2507.320556
865.697330,2483.048333
866.005982,2407.804444
866.314584,2451.494444
866.623134,2492.757222
866.931633,2458.776111
867.240081,2432.076667
867.548479,2492.757222
867.856825,2543.728889
868.165119,2456.348889
868.473363,2458.776111
868.781556,2441.785556
869.089697,2451.494444
869.397788,2463.630556
869.705827,2419.940556
870.013815,2468.485000
870.321752,2504.893333
870.629638,2456.348889
870.937472,2436.931111
871.245256,2463.630556
871.552988,2502.466111
871.860669,2517.029444
872.168299,2463.630556
872.475877,2517.029444
872.783405,2475.766667
873.090881,2480.621111
873.398306,2497.611667
873.705680,2446.640000
874.013002,2546.156111
874.320274,2526.738333
874.627494,2466.057778
874.934662,2444.212778
875.241780,2492.757222
875.548846,2492.757222
875.855861,2463.630556
876.162825,2434.503889
876.469737,2480.621111
876.776598,2500.038889
877.083408,2451.494444
877.390166,2504.893333
877.696873,2466.057778
878.003529,2529.165556
878.310133,2500.038889
878.616686,2446.640000
878.923188,2429.649444
879.229638,2580.137222
879.536037,2456.348889
879.842384,2466.057778
880.148681,2400.522778
880.454925,2487.902778
880.761119,2538.874444
881.067261,2468.485000
881.373351,2487.902778
881.679390,2512.175000
881.985378,2444.212778
882.291314,2470.912222
882.597199,2458.776111
882.903032,2546.156111
883.208814,2466.057778
883.514544,2456.348889
883.820223,2456.348889
884.125851,2444.212778
884.431426,2483.048333
884.736951,2517.029444
885.042424,2434.503889
885.347845,2526.738333
885.653215,2461.203333
885.958533,2514.602222
886.263800,2458.776111
886.569015,2621.400000
886.874179,2483.048333
887.179291,2524.311111
887.484352,2415.086111
887.789361,2478.193889
888.094318,2400.522778
888.399224,2466.057778
888.704078,2405.377222
889.008881,2509.747778
889.313632,2385.959444
889.618332,2424.795000
889.922979,2473.339444
890.227575,2466.057778
890.532120,2495.184444
890.836613,2509.747778
891.141054,2451.494444
891.445444,2504.893333
891.749782,2468.485000
892.054068,2424.795000
892.358302,2519.456667
892.662485,2480.621111
892.966616,2565.573889
893.270696,2483.048333
893.574723,2402.950000
893.878699,2466.057778
894.182624,2451.494444
894.486496,2415.086111
894.790317,2466.057778
895.094086,2480.621111
895.397803,2502.466111
895.701469,2461.203333
896.005083,2441.785556
896.308645,2468.485000
896.612155,2475.766667
896.915613,2432.076667
897.219020,2451.494444
897.522375,2485.475556
897.825678,2531.592778
898.128929,2439.358333
898.432128,2451.494444
898.735276,2475.766667
899.038371,2521.883889
899.341415,2490.330000
899.644407,2444.212778
899.947347,2475.766667
900.250235,2497.611667
900.553071,2475.766667
900.855856,2466.057778
901.158588,2446.640000
901.461269,2507.320556
901.763898,2410.231667
902.066474,2449.067222
902.368999,2531.592778
902.671472,2468.485000
902.973893,2473.339444
903.276262,2512.175000
903.578579,2468.485000
903.880844,2402.950000
904.183058,2439.358333
904.485219,2417.513333
904.787328,2480.621111
905.089385,2483.048333
905.391390,2461.203333
905.693343,2560.719444
905.995245,2478.193889
906.297094,2490.330000
906.598891,2490.330000
906.900636,2490.330000
907.202329,2470.912222
907.503970,2468.485000
907.805559,2475.766667
908.107096,2514.602222
908.408580,2485.475556
908.710013,2466.057778
909.011394,2492.757222
909.312722,2497.611667
909.613999,2512.175000
909.915223,2449.067222
910.216395,2497.611667
910.517515,2466.057778
910.818583,2483.048333
911.119599,2436.931111
911.420563,2429.649444
911.721474,2444.212778
912.022333,2502.466111
912.323141,2407.804444
912.623896,2521.883889
912.924598,2526.738333
913.225249,2534.020000
913.525847,2470.912222
913.826394,2458.776111
914.126888,2461.203333
914.427329,2453.921667
914.727719,2521.883889
915.028056,2446.640000
915.328341,2458.776111
915.628574,2470.912222
915.928755,2466.057778
916.228883,2402.950000
916.528959,2385.959444
916.828983,2497.611667
917.128954,2412.658889
917.428873,2424.795000
917.728740,2485.475556
918.028555,2534.020000
918.328317,2487.902778
918.628027,2470.912222
918.927684,2504.893333
919.227290,2478.193889
919.526842,2463.630556
919.826343,2439.358333
920.125791,2446.640000
920.425187,2517.029444
920.724530,2473.339444
921.023821,2495.184444
921.323060,2424.795000
921.622246,2512.175000
921.921380,2473.339444
922.220462,2475.766667
922.519491,2390.813889
922.818467,2461.203333
923.117391,2495.184444
923.416263,2495.184444
923.715082,2487.902778
924.013849,2458.776111
924.312564,2504.893333
924.611226,2424.795000
924.909835,2502.466111
925.208392,2512.175000
925.506896,2371.396111
925.805348,2546.156111
926.103748,2475.766667
926.402095,2504.893333
926.700389,2446.640000
926.998631,2463.630556
927.296820,2492.757222
927.594957,2419.940556
927.893041,2521.883889
928.191073,2468.485000
928.489052,2529.165556
928.786978,2451.494444
929.084852,2483.048333
929.382674,2495.184444
929.680442,2390.813889
929.978159,2524.311111
930.275822,2470.912222
930.573433,2485.475556
930.870991,2400.522778
931.168497,2463.630556
931.465950,2366.541667
931.763350,2490.330000
932.060698,2502.466111
932.357993,2444.212778
932.655236,2490.330000
932.952425,2524.311111
933.249562,2436.931111
933.546647,2509.747778
933.843678,2402.950000
934.140657,2446.640000
934.437584,2478.193889
934.734457,2512.175000
935.031278,2509.747778
935.328046,2436.931111
935.624761,2434.503889
935.921424,2473.339444
936.218033,2470.912222
936.514590,2480.621111
936.811095,2463.630556
937.107546,2417.513333
937.403945,2436.931111
937.700291,2504.893333
937.996584,2519.456667
938.292824,2480.621111
938.589012,2400.522778
938.885146,2458.776111
939.181228,2400.522778
939.477257,2412.658889
939.773233,2538.874444
940.069156,2410.231667
940.365027,2395.668333
940.660844,2478.193889
940.956609,2480.621111
941.252321,2495.184444
941.547980,2434.503889
941.843586,2446.640000
942.139139,2487.902778
942.434639,2436.931111
942.730086,2473.339444
943.025480,2378.677778
943.320822,2429.649444
943.616110,2453.921667
943.911346,2453.921667
944.206528,2432.076667
944.501658,2415.086111
944.796735,2424.795000
945.091758,2436.931111
945.386729,2548.583333
945.681646,2451.494444
945.976511,2500.038889
946.271323,2529.165556
946.566081,2449.067222
946.860787,2534.020000
947.155440,2412.658889
947.450039,2461.203333
947.744586,2412.658889
948.039079,2502.466111
948.333519,2492.757222
948.627907,2475.766667
948.922241,2500.038889
949.216522,2509.747778
949.510750,2495.184444
949.804925,2485.475556
950.099047,2478.193889
950.393116,2441.785556
950.687131,2461.203333
950.981094,2458.776111
951.275003,2517.029444
951.568860,2531.592778
951.862663,2466.057778
952.156413,2485.475556
952.450109,2434.503889
952.743753,2458.776111
953.037343,2509.747778
953.330881,2512.175000
953.624365,2449.067222
953.917796,2461.203333
954.211173,2453.921667
954.504498,2475.766667
954.797769,2495.184444
955.090987,2453.921667
955.384152,2446.640000
955.677263,2446.640000
955.970321,2381.105000
956.263326,2512.175000
956.556278,2509.747778
956.849177,2453.921667
957.142022,2473.339444
957.434814,2468.485000
957.727552,2461.203333
958.020237,2466.057778
958.312869,2427.222222
958.605448,2466.057778
958.897973,2439.358333
959.190445,2475.766667
959.482864,2473.339444
959.775229,2429.649444
960.067541,2497.611667
960.359800,2468.485000
960.652005,2526.738333
960.944157,2407.804444
961.236256,2434.503889
961.528301,2410.231667
961.820292,2468.485000
962.112231,2410.231667
962.404116,2473.339444
962.695947,2402.950000
962.987725,2444.212778
963.279450,2453.921667
963.571121,2487.902778
963.862738,2529.165556
964.154303,2485.475556
964.445813,2490.330000
964.737271,2446.640000
965.028675,2444.212778
965.320025,2427.222222
965.611322,2478.193889
965.902565,2441.785556
966.193755,2468.485000
966.484891,2436.931111
966.775974,2570.428333
967.067003,2478.193889
967.357979,2446.640000
967.648901,2444.212778
967.939770,2351.978333
968.230585,2495.184444
968.521347,2473.339444
968.812054,2424.795000
969.102709,2548.583333
969.393310,2502.466111
969.683857,2390.813889
969.974350,2461.203333
970.264790,2466.057778
970.555177,2470.912222
970.845509,2490.330000
971.135788,2444.212778
971.426014,2441.785556
971.716186,2502.466111
972.006304,2436.931111
972.296368,2466.057778
972.586379,2427.222222
972.876336,2417.513333
973.166240,2427.222222
973.456089,2458.776111
973.745885,2517.029444
974.035628,2458.776111
974.325316,2487.902778
974.614951,2497.611667
974.904532,2439.358333
975.194060,2483.048333
975.483533,2434.503889
975.772953,2419.940556
976.062320,2434.503889
976.351632,2439.358333
976.640891,2451.494444
976.930095,2402.950000
977.219247,2458.776111
977.508344,2432.076667
977.797387,2526.738333
978.086377,2504.893333
978.375313,2393.241111
978.664195,2376.250556
978.953023,2422.367778
979.241797,2429.649444
979.530518,2546.156111
979.819184,2485.475556
980.107797,2427.222222
980.396356,2466.057778
980.684861,2458.776111
980.973312,2468.485000
981.261710,2439.358333
981.550053,2415.086111
981.838342,2434.503889
982.126578,2468.485000
982.414760,2449.067222
982.702887,2521.883889
982.990961,2432.076667
983.278981,2407.804444
983.566947,2429.649444
983.854859,2381.105000
984.142717,2470.912222
984.430521,2466.057778
984.718271,2449.067222
985.005967,2444.212778
985.293609,2453.921667
985.581197,2470.912222
985.868731,2492.757222
986.156211,2444.212778
986.443637,2466.057778
986.731009,2456.348889
987.018327,2475.766667
987.305590,2398.095556
987.592800,2407.804444
987.879956,2492.757222
988.167058,2502.466111
988.454105,2487.902778
988.741099,2405.377222
989.028038,2468.485000
989.314923,2422.367778
989.601755,2485.475556
989.888532,2424.795000
990.175255,2480.621111
990.461924,2492.757222
990.748538,2398.095556
991.035099,2507.320556
991.321605,2446.640000
991.608058,2441.785556
991.894456,2490.330000
992.180800,2449.067222
992.467090,2458.776111
992.753325,2473.339444
993.039507,2422.367778
993.325634,2441.785556
993.611707,2449.067222
993.897726,2478.193889
994.183690,2422.367778
994.469600,2344.696667
994.755457,2485.475556
995.041258,2536.447222
995.327006,2463.630556
995.612699,2441.785556
995.898338,2568.001111
996.183923,2570.428333
996.469454,2468.485000
996.754930,2509.747778
997.040352,2470.912222
997.325720,2451.494444
997.611033,2480.621111
997.896292,2415.086111
998.181497,2441.785556
998.466647,2427.222222
998.751743,2373.823333
999.036785,2495.184444
999.321772,2480.621111
999.606705,2422.367778
999.891583,2483.048333
1000.176408,2490.330000
1000.461177,2449.067222
1000.745893,2422.367778
1001.030554,2456.348889
1001.315160,2432.076667
1001.599713,2446.640000
1001.884210,2444.212778
1002.168654,2441.785556
1002.453043,2400.522778
1002.737377,2529.165556
1003.021657,2468.485000
1003.305883,2456.348889
1003.590054,2500.038889
1003.874170,2449.067222
1004.158233,2446.640000
1004.442240,2526.738333
1004.726193,2473.339444
1005.010092,2495.184444
1005.293936,2415.086111
1005.577726,2415.086111
1005.861461,2468.485000
1006.145142,2451.494444
1006.428768,2468.485000
1006.712339,2480.621111
1006.995856,2398.095556
1007.279318,2415.086111
1007.562726,2451.494444
1007.846079,2463.630556
1008.129378,2500.038889
1008.412622,2478.193889
1008.695812,2495.184444
1008.978947,2417.513333
1009.262027,2480.621111
1009.545052,2466.057778
1009.828023,2410.231667
1010.110940,2458.776111
1010.393802,2546.156111
1010.676609,2538.874444
1010.959361,2453.921667
1011.242059,2439.358333
1011.524702,2483.048333
1011.807290,2478.193889
1012.089824,2485.475556
1012.372303,2446.640000
1012.654727,2444.212778
1012.937097,2519.456667
1013.219412,2531.592778
1013.501672,2492.757222
1013.783878,2449.067222
1014.066028,2461.203333
1014.348124,2534.020000
1014.630166,2500.038889
1014.912152,2500.038889
1015.194084,2444.212778
1015.475961,2461.203333
1015.757783,2478.193889
1016.039550,2466.057778
1016.321263,2470.912222
1016.602921,2446.640000
1016.884523,2480.621111
1017.166072,2405.377222
1017.447565,2507.320556
1017.729003,2427.222222
1018.010387,2483.048333
1018.291716,2524.311111
1018.572990,2441.785556
1018.854209,2521.883889
1019.135373,2424.795000
1019.416482,2424.795000
1019.697537,2424.795000
